,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Adj Close
0,0.0,0.0,0.0,0.0,0.0,0.0,2017-12-12 00:00:00+05:30,14.999393155445947,16.36297401362613,14.609798889927612,16.28505516052246,2530000.0,0.0,0.0,0.0,
1,1.0,1.0,1.0,1.0,1.0,1.0,2017-12-13 00:00:00+05:30,16.168178983906966,18.72002300167243,16.168178983906966,16.528553009033203,770000.0,0.0,0.0,0.0,
2,2.0,2.0,2.0,2.0,2.0,2.0,2017-12-14 00:00:00+05:30,16.265577874422007,16.411675501061175,15.155232753819732,16.07077980041504,290000.0,0.0,0.0,0.0,
3,3.0,3.0,3.0,3.0,3.0,3.0,2017-12-15 00:00:00+05:30,16.509074071454798,18.50574591379808,16.119477934452345,17.784996032714844,980000.0,0.0,0.0,0.0,
4,4.0,4.0,4.0,4.0,4.0,4.0,2017-12-18 00:00:00+05:30,15.603265489850726,18.466784703428864,15.603265489850726,18.20380973815918,400000.0,0.0,0.0,0.0,
5,5.0,5.0,5.0,5.0,5.0,5.0,2017-12-19 00:00:00+05:30,18.213551581764097,19.168058078255857,18.213551581764097,18.505746841430664,380000.0,0.0,0.0,0.0,
6,6.0,6.0,6.0,6.0,6.0,6.0,2017-12-20 00:00:00+05:30,17.931093127405948,18.77846228539148,17.931093127405948,18.359647750854492,1280000.0,0.0,0.0,0.0,
7,7.0,7.0,7.0,7.0,7.0,7.0,2017-12-21 00:00:00+05:30,18.797942848282673,18.797942848282673,17.940835356855295,18.009014129638672,70000.0,0.0,0.0,0.0,
8,8.0,8.0,8.0,8.0,8.0,8.0,2017-12-22 00:00:00+05:30,18.466784156809872,21.60302204703669,18.466784156809872,21.583541870117188,340000.0,0.0,0.0,0.0,
9,9.0,9.0,9.0,9.0,9.0,9.0,2017-12-26 00:00:00+05:30,21.534846025352163,25.898305892944336,21.534846025352163,25.898305892944336,160000.0,0.0,0.0,0.0,
10,10.0,10.0,10.0,10.0,10.0,10.0,2017-12-27 00:00:00+05:30,27.271625038217095,28.479368209838867,27.271625038217095,28.479368209838867,40000.0,0.0,0.0,0.0,
11,11.0,11.0,11.0,11.0,11.0,11.0,2017-12-28 00:00:00+05:30,31.32341194152832,31.32341194152832,31.32341194152832,31.32341194152832,40000.0,0.0,0.0,0.0,
12,12.0,12.0,12.0,12.0,12.0,12.0,2017-12-29 00:00:00+05:30,34.44990539550781,34.44990539550781,34.44990539550781,34.44990539550781,60000.0,0.0,0.0,0.0,
13,13.0,13.0,13.0,13.0,13.0,13.0,2018-01-01 00:00:00+05:30,36.1446418762207,36.1446418762207,36.1446418762207,36.1446418762207,60000.0,0.0,0.0,0.0,
14,14.0,14.0,14.0,14.0,14.0,14.0,2018-01-02 00:00:00+05:30,37.93677971290913,37.94651794433594,37.93677971290913,37.94651794433594,50000.0,0.0,0.0,0.0,
15,15.0,15.0,15.0,15.0,15.0,15.0,2018-01-03 00:00:00+05:30,39.8360481262207,39.8360481262207,39.8360481262207,39.8360481262207,20000.0,0.0,0.0,0.0,
16,16.0,16.0,16.0,16.0,16.0,16.0,2018-01-04 00:00:00+05:30,41.82298102527901,41.82298102527901,37.98547536448518,38.46273040771485,310000.0,0.0,0.0,0.0,
17,17.0,17.0,17.0,17.0,17.0,17.0,2018-01-05 00:00:00+05:30,36.543975830078125,36.543975830078125,36.543975830078125,36.543975830078125,50000.0,0.0,0.0,0.0,
18,18.0,18.0,18.0,18.0,18.0,18.0,2018-01-08 00:00:00+05:30,34.722625732421875,34.722625732421875,34.722625732421875,34.722625732421875,10000.0,0.0,0.0,0.0,
19,19.0,19.0,19.0,19.0,19.0,19.0,2018-01-09 00:00:00+05:30,34.722625732421875,34.722625732421875,34.722625732421875,34.722625732421875,0.0,0.0,0.0,0.0,
20,20.0,20.0,20.0,20.0,20.0,20.0,2018-01-10 00:00:00+05:30,32.988922119140625,32.988922119140625,32.988922119140625,32.988922119140625,10000.0,0.0,0.0,0.0,
21,21.0,21.0,21.0,21.0,21.0,21.0,2018-01-11 00:00:00+05:30,31.342890841319317,32.97918871823508,31.342890841319317,32.14155960083008,100000.0,0.0,0.0,0.0,
22,22.0,22.0,22.0,22.0,22.0,22.0,2018-01-12 00:00:00+05:30,30.729276272514365,30.875375747680664,30.534480068512632,30.875375747680664,70000.0,0.0,0.0,0.0,
23,23.0,23.0,23.0,23.0,23.0,23.0,2018-01-15 00:00:00+05:30,32.41427477381669,32.41427477381669,31.16757304112043,31.45976829528809,40000.0,0.0,0.0,0.0,
24,24.0,24.0,24.0,24.0,24.0,24.0,2018-01-16 00:00:00+05:30,30.68057690528327,30.797456110895936,30.68057690528327,30.739015579223633,20000.0,0.0,0.0,0.0,
25,25.0,25.0,25.0,25.0,25.0,25.0,2018-01-17 00:00:00+05:30,32.14155773439921,32.2681770324707,32.14155773439921,32.2681770324707,20000.0,0.0,0.0,0.0,
26,26.0,26.0,26.0,26.0,26.0,26.0,2018-01-18 00:00:00+05:30,33.87525030333588,33.87525030333588,32.23895263671875,32.23895263671875,30000.0,0.0,0.0,0.0,
